id,pred,Usage
S_511_651,-1,Ignored
S_511_658,-1,Ignored
S_511_663,-1,Ignored
S_511_666,-1,Ignored
S_511_667,-1,Ignored
S_511_670,-1,Ignored
S_511_671,-1,Ignored
S_511_686,-1,Ignored
S_511_689,-1,Ignored
S_511_694,-1,Ignored
S_511_695,-1,Ignored
S_511_698,-1,Ignored
S_511_701,-1,Ignored
S_511_702,-1,Ignored
S_511_708,-1,Ignored
S_511_720,-1,Ignored
S_511_721,-1,Ignored
S_511_722,-1,Ignored
S_511_725,-1,Ignored
S_511_731,-1,Ignored
S_511_737,-1,Ignored
S_511_754,1,Public
S_511_765,-1,Ignored
S_511_779,-1,Ignored
S_511_780,-1,Ignored
S_511_783,-1,Ignored
S_511_786,-1,Ignored
S_511_790,-1,Ignored
S_511_793,-1,Ignored
S_511_802,-1,Ignored
S_511_804,-1,Ignored
S_511_810,-1,Ignored
S_511_811,-1,Ignored
S_511_825,-1,Ignored
S_511_829,-1,Ignored
S_511_830,-1,Ignored
S_511_836,-1,Ignored
S_511_842,1,Public
S_511_845,-1,Ignored
S_511_846,-1,Ignored
S_511_849,0,Public
S_511_850,-1,Ignored
S_511_853,-1,Ignored
S_512_521,-1,Ignored
S_512_536,-1,Ignored
S_512_538,-1,Ignored
S_512_549,-1,Ignored
S_512_553,-1,Ignored
S_512_556,-1,Ignored
S_512_559,-1,Ignored
S_512_562,-1,Ignored
S_512_569,-1,Ignored
S_512_570,-1,Ignored
S_512_577,-1,Ignored
S_512_580,-1,Ignored
S_512_592,-1,Ignored
S_512_599,-1,Ignored
S_512_607,-1,Ignored
S_512_612,-1,Ignored
S_512_628,-1,Ignored
S_512_629,-1,Ignored
S_512_636,-1,Ignored
S_512_637,-1,Ignored
S_512_640,-1,Ignored
S_512_651,-1,Ignored
S_512_658,-1,Ignored
S_512_663,-1,Ignored
S_512_666,-1,Ignored
S_512_667,-1,Ignored
S_512_670,-1,Ignored
S_512_671,-1,Ignored
S_512_686,-1,Ignored
S_512_689,-1,Ignored
S_512_694,-1,Ignored
S_512_695,-1,Ignored
S_512_698,-1,Ignored
S_512_701,-1,Ignored
S_512_702,-1,Ignored
S_512_708,-1,Ignored
S_512_720,-1,Ignored
S_512_721,-1,Ignored
S_512_722,-1,Ignored
S_512_725,-1,Ignored
S_512_731,-1,Ignored
S_512_737,-1,Ignored
S_512_754,-1,Ignored
S_512_765,-1,Ignored
S_512_779,-1,Ignored
S_512_780,-1,Ignored
S_512_783,-1,Ignored
S_512_786,-1,Ignored
S_512_790,-1,Ignored
S_512_793,0,Public
S_512_802,-1,Ignored
S_512_804,-1,Ignored
S_512_810,-1,Ignored
S_512_811,-1,Ignored
S_512_825,-1,Ignored
S_512_829,-1,Ignored
S_512_830,-1,Ignored
S_512_836,-1,Ignored
S_512_842,-1,Ignored
S_512_845,-1,Ignored
S_512_846,-1,Ignored
S_512_849,-1,Ignored
S_512_850,-1,Ignored
S_512_853,-1,Ignored
S_521_536,-1,Ignored
S_521_538,-1,Ignored
S_521_549,-1,Ignored
S_521_553,-1,Ignored
S_521_556,-1,Ignored
S_521_559,-1,Ignored
S_521_562,1,Public
S_521_569,-1,Ignored
S_521_570,-1,Ignored
S_521_577,-1,Ignored
S_521_580,-1,Ignored
S_521_592,-1,Ignored
S_521_599,-1,Ignored
S_521_607,-1,Ignored
S_521_612,-1,Ignored
S_521_628,-1,Ignored
S_521_629,-1,Ignored
S_521_636,-1,Ignored
S_521_637,-1,Ignored
S_521_640,-1,Ignored
S_521_651,-1,Ignored
S_521_658,-1,Ignored
S_521_663,-1,Ignored
S_521_666,-1,Ignored
S_521_667,-1,Ignored
S_521_670,-1,Ignored
S_521_671,-1,Ignored
S_521_686,-1,Ignored
S_521_689,-1,Ignored
S_521_694,-1,Ignored
S_521_695,-1,Ignored
S_521_698,1,Public
S_521_701,-1,Ignored
S_521_702,-1,Ignored
S_521_708,-1,Ignored
S_521_720,-1,Ignored
S_521_721,-1,Ignored
S_521_722,-1,Ignored
S_521_725,-1,Ignored
S_521_731,-1,Ignored
S_521_737,-1,Ignored
S_521_754,-1,Ignored
S_521_765,-1,Ignored
S_521_779,-1,Ignored
S_521_780,-1,Ignored
S_521_783,-1,Ignored
S_521_786,-1,Ignored
S_521_790,-1,Ignored
S_521_793,-1,Ignored
S_521_802,-1,Ignored
S_521_804,-1,Ignored
S_521_810,-1,Ignored
S_521_811,-1,Ignored
S_521_825,-1,Ignored
S_521_829,-1,Ignored
S_521_830,-1,Ignored
S_521_836,-1,Ignored
S_521_842,-1,Ignored
S_521_845,-1,Ignored
S_521_846,-1,Ignored
S_521_849,0,Public
S_521_850,-1,Ignored
S_521_853,-1,Ignored
S_536_538,-1,Ignored
S_536_549,-1,Ignored
S_536_553,-1,Ignored
S_536_556,-1,Ignored
S_536_559,-1,Ignored
S_536_562,-1,Ignored
S_536_569,-1,Ignored
S_536_570,-1,Ignored
S_536_577,-1,Ignored
S_536_580,-1,Ignored
S_536_592,-1,Ignored
S_536_599,-1,Ignored
S_536_607,-1,Ignored
S_536_612,-1,Ignored
S_536_628,-1,Ignored
S_536_629,-1,Ignored
S_536_636,-1,Ignored
S_536_637,-1,Ignored
S_536_640,-1,Ignored
S_536_651,-1,Ignored
S_536_658,-1,Ignored
S_536_663,-1,Ignored
S_536_666,-1,Ignored
S_536_667,-1,Ignored
S_536_670,-1,Ignored
S_536_671,-1,Ignored
S_536_686,-1,Ignored
S_536_689,-1,Ignored
S_536_694,-1,Ignored
S_536_695,-1,Ignored
S_536_698,-1,Ignored
S_536_701,-1,Ignored
S_536_702,-1,Ignored
S_536_708,-1,Ignored
S_536_720,-1,Ignored
S_536_721,-1,Ignored
S_536_722,-1,Ignored
S_536_725,0,Public
S_536_731,-1,Ignored
S_536_737,-1,Ignored
S_536_754,-1,Ignored
S_536_765,-1,Ignored
S_536_779,-1,Ignored
S_536_780,-1,Ignored
S_536_783,-1,Ignored
S_536_786,-1,Ignored
S_536_790,-1,Ignored
S_536_793,-1,Ignored
S_536_802,-1,Ignored
S_536_804,-1,Ignored
S_536_810,-1,Ignored
S_536_811,-1,Ignored
S_536_825,-1,Ignored
S_536_829,-1,Ignored
S_536_830,-1,Ignored
S_536_836,-1,Ignored
S_536_842,-1,Ignored
S_536_845,-1,Ignored
S_536_846,-1,Ignored
S_536_849,-1,Ignored
S_536_850,-1,Ignored
S_536_853,-1,Ignored
S_538_549,-1,Ignored
S_538_553,-1,Ignored
S_538_556,-1,Ignored
S_538_559,-1,Ignored
S_538_562,-1,Ignored
S_538_569,-1,Ignored
S_538_570,-1,Ignored
S_538_577,-1,Ignored
S_538_580,-1,Ignored
S_538_592,-1,Ignored
S_538_599,-1,Ignored
S_538_607,-1,Ignored
S_538_612,-1,Ignored
S_538_628,-1,Ignored
S_538_629,-1,Ignored
S_538_636,-1,Ignored
S_538_637,-1,Ignored
S_538_640,-1,Ignored
S_538_651,-1,Ignored
S_538_658,-1,Ignored
S_538_663,-1,Ignored
S_538_666,-1,Ignored
S_538_667,-1,Ignored
S_538_670,-1,Ignored
S_538_671,-1,Ignored
S_538_686,-1,Ignored
S_538_689,-1,Ignored
S_538_694,-1,Ignored
S_538_695,-1,Ignored
S_538_698,-1,Ignored
S_538_701,-1,Ignored
S_538_702,-1,Ignored
S_538_708,-1,Ignored
S_538_720,-1,Ignored
S_538_721,-1,Ignored
S_538_722,-1,Ignored
S_538_725,-1,Ignored
S_538_731,-1,Ignored
S_538_737,-1,Ignored
S_538_754,-1,Ignored
S_538_765,-1,Ignored
S_538_779,-1,Ignored
S_538_780,-1,Ignored
S_538_783,-1,Ignored
S_538_786,-1,Ignored
S_538_790,-1,Ignored
S_538_793,-1,Ignored
S_538_802,-1,Ignored
S_538_804,-1,Ignored
S_538_810,-1,Ignored
S_538_811,-1,Ignored
S_538_825,-1,Ignored
S_538_829,-1,Ignored
S_538_830,-1,Ignored
S_538_836,-1,Ignored
S_538_842,-1,Ignored
S_538_845,-1,Ignored
S_538_846,0,Public
S_538_849,-1,Ignored
S_538_850,-1,Ignored
S_538_853,-1,Ignored
S_549_553,-1,Ignored
S_549_556,-1,Ignored
S_549_559,-1,Ignored
S_549_562,-1,Ignored
S_549_569,-1,Ignored
S_549_570,-1,Ignored
S_549_577,-1,Ignored
S_549_580,-1,Ignored
S_549_592,-1,Ignored
S_549_599,-1,Ignored
S_549_607,-1,Ignored
S_549_612,0,Public
S_549_628,-1,Ignored
S_549_629,-1,Ignored
S_549_636,-1,Ignored
S_549_637,-1,Ignored
S_549_640,-1,Ignored
S_549_651,-1,Ignored
S_549_658,-1,Ignored
S_549_663,-1,Ignored
S_549_666,-1,Ignored
S_549_667,-1,Ignored
S_549_670,-1,Ignored
S_549_671,-1,Ignored
S_549_686,-1,Ignored
S_549_689,-1,Ignored
S_549_694,-1,Ignored
S_549_695,-1,Ignored
S_549_698,-1,Ignored
S_549_701,-1,Ignored
S_549_702,-1,Ignored
S_549_708,-1,Ignored
S_549_720,-1,Ignored
S_549_721,-1,Ignored
S_549_722,-1,Ignored
S_549_725,-1,Ignored
S_549_731,-1,Ignored
S_549_737,-1,Ignored
S_549_754,-1,Ignored
S_549_765,-1,Ignored
S_549_779,-1,Ignored
S_549_780,-1,Ignored
S_549_783,-1,Ignored
S_549_786,-1,Ignored
S_549_790,-1,Ignored
S_549_793,-1,Ignored
S_549_802,-1,Ignored
S_549_804,-1,Ignored
S_549_810,-1,Ignored
S_549_811,-1,Ignored
S_549_825,-1,Ignored
S_549_829,-1,Ignored
S_549_830,-1,Ignored
S_549_836,-1,Ignored
S_549_842,-1,Ignored
S_549_845,-1,Ignored
S_549_846,-1,Ignored
S_549_849,-1,Ignored
S_549_850,-1,Ignored
S_549_853,-1,Ignored
S_553_556,-1,Ignored
S_553_559,-1,Ignored
S_553_562,-1,Ignored
S_553_569,-1,Ignored
S_553_570,-1,Ignored
S_553_577,-1,Ignored
S_553_580,-1,Ignored
S_553_592,-1,Ignored
S_553_599,-1,Ignored
S_553_607,-1,Ignored
S_553_612,-1,Ignored
S_553_628,-1,Ignored
S_553_629,-1,Ignored
S_553_636,-1,Ignored
S_553_637,-1,Ignored
S_553_640,-1,Ignored
S_553_651,-1,Ignored
S_553_658,-1,Ignored
S_553_663,-1,Ignored
S_553_666,-1,Ignored
S_553_667,-1,Ignored
S_553_670,-1,Ignored
S_553_671,-1,Ignored
S_553_686,-1,Ignored
S_553_689,-1,Ignored
S_553_694,-1,Ignored
S_553_695,-1,Ignored
S_553_698,-1,Ignored
S_553_701,-1,Ignored
S_553_702,-1,Ignored
S_553_708,-1,Ignored
S_553_720,-1,Ignored
S_553_721,-1,Ignored
S_553_722,-1,Ignored
S_553_725,-1,Ignored
S_553_731,-1,Ignored
S_553_737,-1,Ignored
S_553_754,-1,Ignored
S_553_765,-1,Ignored
S_553_779,-1,Ignored
S_553_780,-1,Ignored
S_553_783,-1,Ignored
S_553_786,-1,Ignored
S_553_790,-1,Ignored
S_553_793,-1,Ignored
S_553_802,-1,Ignored
S_553_804,-1,Ignored
S_553_810,-1,Ignored
S_553_811,-1,Ignored
S_553_825,-1,Ignored
S_553_829,-1,Ignored
S_553_830,0,Public
S_553_836,-1,Ignored
S_553_842,-1,Ignored
S_553_845,-1,Ignored
S_553_846,-1,Ignored
S_553_849,-1,Ignored
S_553_850,-1,Ignored
S_553_853,-1,Ignored
S_556_559,-1,Ignored
S_556_562,-1,Ignored
S_556_569,-1,Ignored
S_556_570,-1,Ignored
S_556_577,-1,Ignored
S_556_580,-1,Ignored
S_556_592,-1,Ignored
S_556_599,-1,Ignored
S_556_607,-1,Ignored
S_556_612,-1,Ignored
S_556_628,-1,Ignored
S_556_629,-1,Ignored
S_556_636,-1,Ignored
S_556_637,-1,Ignored
S_556_640,-1,Ignored
S_556_651,-1,Ignored
S_556_658,-1,Ignored
S_556_663,-1,Ignored
S_556_666,-1,Ignored
S_556_667,-1,Ignored
S_556_670,-1,Ignored
S_556_671,-1,Ignored
S_556_686,-1,Ignored
S_556_689,-1,Ignored
S_556_694,-1,Ignored
S_556_695,-1,Ignored
S_556_698,-1,Ignored
S_556_701,-1,Ignored
S_556_702,-1,Ignored
S_556_708,-1,Ignored
S_556_720,-1,Ignored
S_556_721,-1,Ignored
S_556_722,-1,Ignored
S_556_725,-1,Ignored
S_556_731,0,Public
S_556_737,-1,Ignored
S_556_754,-1,Ignored
S_556_765,-1,Ignored
S_556_779,-1,Ignored
S_556_780,-1,Ignored
S_556_783,-1,Ignored
S_556_786,-1,Ignored
S_556_790,-1,Ignored
S_556_793,-1,Ignored
S_556_802,-1,Ignored
S_556_804,-1,Ignored
S_556_810,-1,Ignored
S_556_811,-1,Ignored
S_556_825,-1,Ignored
S_556_829,-1,Ignored
S_556_830,-1,Ignored
S_556_836,-1,Ignored
S_556_842,-1,Ignored
S_556_845,-1,Ignored
S_556_846,-1,Ignored
S_556_849,-1,Ignored
S_556_850,-1,Ignored
S_556_853,-1,Ignored
S_559_562,-1,Ignored
S_559_569,-1,Ignored
S_559_570,-1,Ignored
S_559_577,-1,Ignored
S_559_580,-1,Ignored
S_559_592,1,Public
S_559_599,-1,Ignored
S_559_607,-1,Ignored
S_559_612,-1,Ignored
S_559_628,-1,Ignored
S_559_629,1,Public
S_559_636,-1,Ignored
S_559_637,-1,Ignored
S_559_640,1,Public
S_559_651,-1,Ignored
S_559_658,-1,Ignored
S_559_663,-1,Ignored
S_559_666,-1,Ignored
S_559_667,-1,Ignored
S_559_670,-1,Ignored
S_559_671,1,Public
S_559_686,-1,Ignored
S_559_689,-1,Ignored
S_559_694,-1,Ignored
S_559_695,-1,Ignored
S_559_698,-1,Ignored
S_559_701,-1,Ignored
S_559_702,-1,Ignored
S_559_708,-1,Ignored
S_559_720,-1,Ignored
S_559_721,-1,Ignored
S_559_722,-1,Ignored
S_559_725,-1,Ignored
S_559_731,-1,Ignored
S_559_737,-1,Ignored
S_559_754,-1,Ignored
S_559_765,-1,Ignored
S_559_779,1,Public
S_559_780,-1,Ignored
S_559_783,-1,Ignored
S_559_786,-1,Ignored
S_559_790,-1,Ignored
S_559_793,-1,Ignored
S_559_802,-1,Ignored
S_559_804,-1,Ignored
S_559_810,-1,Ignored
S_559_811,-1,Ignored
S_559_825,-1,Ignored
S_559_829,1,Public
S_559_830,-1,Ignored
S_559_836,-1,Ignored
S_559_842,-1,Ignored
S_559_845,-1,Ignored
S_559_846,-1,Ignored
S_559_849,-1,Ignored
S_559_850,-1,Ignored
S_559_853,-1,Ignored
S_562_569,-1,Ignored
S_562_570,-1,Ignored
S_562_577,-1,Ignored
S_562_580,-1,Ignored
S_562_592,-1,Ignored
S_562_599,-1,Ignored
S_562_607,-1,Ignored
S_562_612,-1,Ignored
S_562_628,-1,Ignored
S_562_629,-1,Ignored
S_562_636,-1,Ignored
S_562_637,-1,Ignored
S_562_640,-1,Ignored
S_562_651,-1,Ignored
S_562_658,-1,Ignored
S_562_663,-1,Ignored
S_562_666,-1,Ignored
S_562_667,-1,Ignored
S_562_670,-1,Ignored
S_562_671,-1,Ignored
S_562_686,-1,Ignored
S_562_689,-1,Ignored
S_562_694,-1,Ignored
S_562_695,-1,Ignored
S_562_698,-1,Ignored
S_562_701,-1,Ignored
S_562_702,-1,Ignored
S_562_708,-1,Ignored
S_562_720,-1,Ignored
S_562_721,-1,Ignored
S_562_722,-1,Ignored
S_562_725,-1,Ignored
S_562_731,-1,Ignored
S_562_737,-1,Ignored
S_562_754,-1,Ignored
S_562_765,-1,Ignored
S_562_779,-1,Ignored
S_562_780,-1,Ignored
S_562_783,-1,Ignored
S_562_786,-1,Ignored
S_562_790,-1,Ignored
S_562_793,-1,Ignored
S_562_802,-1,Ignored
S_562_804,-1,Ignored
S_562_810,-1,Ignored
S_562_811,1,Public
S_562_825,-1,Ignored
S_562_829,-1,Ignored
S_562_830,-1,Ignored
S_562_836,-1,Ignored
S_562_842,-1,Ignored
S_562_845,-1,Ignored
S_562_846,-1,Ignored
S_562_849,-1,Ignored
S_562_850,-1,Ignored
S_562_853,-1,Ignored
S_569_570,-1,Ignored
S_569_577,-1,Ignored
S_569_580,-1,Ignored
S_569_592,0,Public
S_569_599,-1,Ignored
S_569_607,-1,Ignored
S_569_612,-1,Ignored
S_569_628,-1,Ignored
S_569_629,-1,Ignored
S_569_636,-1,Ignored
S_569_637,-1,Ignored
S_569_640,-1,Ignored
S_569_651,-1,Ignored
S_569_658,-1,Ignored
S_569_663,-1,Ignored
S_569_666,-1,Ignored
S_569_667,-1,Ignored
S_569_670,-1,Ignored
S_569_671,-1,Ignored
S_569_686,-1,Ignored
S_569_689,-1,Ignored
S_569_694,-1,Ignored
S_569_695,-1,Ignored
S_569_698,-1,Ignored
S_569_701,-1,Ignored
S_569_702,-1,Ignored
S_569_708,-1,Ignored
S_569_720,1,Public
S_569_721,-1,Ignored
S_569_722,-1,Ignored
S_569_725,-1,Ignored
S_569_731,-1,Ignored
S_569_737,-1,Ignored
S_569_754,-1,Ignored
S_569_765,-1,Ignored
S_569_779,-1,Ignored
S_569_780,-1,Ignored
S_569_783,1,Public
S_569_786,1,Public
S_569_790,-1,Ignored
S_569_793,-1,Ignored
S_569_802,-1,Ignored
S_569_804,-1,Ignored
S_569_810,-1,Ignored
S_569_811,-1,Ignored
S_569_825,-1,Ignored
S_569_829,-1,Ignored
S_569_830,-1,Ignored
S_569_836,-1,Ignored
S_569_842,-1,Ignored
S_569_845,-1,Ignored
S_569_846,-1,Ignored
S_569_849,-1,Ignored
S_569_850,-1,Ignored
S_569_853,-1,Ignored
S_570_577,-1,Ignored
S_570_580,-1,Ignored
S_570_592,-1,Ignored
S_570_599,-1,Ignored
S_570_607,-1,Ignored
S_570_612,-1,Ignored
S_570_628,-1,Ignored
S_570_629,-1,Ignored
S_570_636,-1,Ignored
S_570_637,-1,Ignored
S_570_640,-1,Ignored
S_570_651,-1,Ignored
S_570_658,-1,Ignored
S_570_663,-1,Ignored
S_570_666,-1,Ignored
S_570_667,-1,Ignored
S_570_670,-1,Ignored
S_570_671,0,Public
S_570_686,-1,Ignored
S_570_689,-1,Ignored
S_570_694,-1,Ignored
S_570_695,-1,Ignored
S_570_698,-1,Ignored
S_570_701,-1,Ignored
S_570_702,-1,Ignored
S_570_708,-1,Ignored
S_570_720,-1,Ignored
S_570_721,-1,Ignored
S_570_722,-1,Ignored
S_570_725,-1,Ignored
S_570_731,-1,Ignored
S_570_737,-1,Ignored
S_570_754,-1,Ignored
S_570_765,-1,Ignored
S_570_779,-1,Ignored
S_570_780,-1,Ignored
S_570_783,-1,Ignored
S_570_786,-1,Ignored
S_570_790,-1,Ignored
S_570_793,-1,Ignored
S_570_802,-1,Ignored
S_570_804,-1,Ignored
S_570_810,-1,Ignored
S_570_811,-1,Ignored
S_570_825,-1,Ignored
S_570_829,-1,Ignored
S_570_830,-1,Ignored
S_570_836,-1,Ignored
S_570_842,-1,Ignored
S_570_845,-1,Ignored
S_570_846,-1,Ignored
S_570_849,-1,Ignored
S_570_850,-1,Ignored
S_570_853,-1,Ignored
S_577_580,-1,Ignored
S_577_592,-1,Ignored
S_577_599,-1,Ignored
S_577_607,-1,Ignored
S_577_612,-1,Ignored
S_577_628,-1,Ignored
S_577_629,-1,Ignored
S_577_636,-1,Ignored
S_577_637,-1,Ignored
S_577_640,-1,Ignored
S_577_651,-1,Ignored
S_577_658,-1,Ignored
S_577_663,-1,Ignored
S_577_666,-1,Ignored
S_577_667,0,Public
S_577_670,-1,Ignored
S_577_671,-1,Ignored
S_577_686,-1,Ignored
S_577_689,-1,Ignored
S_577_694,-1,Ignored
S_577_695,-1,Ignored
S_577_698,-1,Ignored
S_577_701,-1,Ignored
S_577_702,-1,Ignored
S_577_708,-1,Ignored
S_577_720,-1,Ignored
S_577_721,-1,Ignored
S_577_722,-1,Ignored
S_577_725,-1,Ignored
S_577_731,-1,Ignored
S_577_737,-1,Ignored
S_577_754,-1,Ignored
S_577_765,-1,Ignored
S_577_779,-1,Ignored
S_577_780,-1,Ignored
S_577_783,-1,Ignored
S_577_786,-1,Ignored
S_577_790,-1,Ignored
S_577_793,-1,Ignored
S_577_802,-1,Ignored
S_577_804,-1,Ignored
S_577_810,-1,Ignored
S_577_811,-1,Ignored
S_577_825,-1,Ignored
S_577_829,-1,Ignored
S_577_830,-1,Ignored
S_577_836,-1,Ignored
S_577_842,-1,Ignored
S_577_845,-1,Ignored
S_577_846,-1,Ignored
S_577_849,-1,Ignored
S_577_850,-1,Ignored
S_577_853,-1,Ignored
S_580_592,-1,Ignored
S_580_599,-1,Ignored
S_580_607,-1,Ignored
S_580_612,-1,Ignored
S_580_628,-1,Ignored
S_580_629,-1,Ignored
S_580_636,0,Public
S_580_637,-1,Ignored
S_580_640,-1,Ignored
S_580_651,-1,Ignored
S_580_658,-1,Ignored
S_580_663,-1,Ignored
S_580_666,-1,Ignored
S_580_667,-1,Ignored
S_580_670,-1,Ignored
S_580_671,-1,Ignored
S_580_686,-1,Ignored
S_580_689,-1,Ignored
S_580_694,-1,Ignored
S_580_695,-1,Ignored
S_580_698,-1,Ignored
S_580_701,-1,Ignored
S_580_702,-1,Ignored
S_580_708,-1,Ignored
S_580_720,-1,Ignored
S_580_721,-1,Ignored
S_580_722,-1,Ignored
S_580_725,-1,Ignored
S_580_731,-1,Ignored
S_580_737,-1,Ignored
S_580_754,-1,Ignored
S_580_765,-1,Ignored
S_580_779,-1,Ignored
S_580_780,-1,Ignored
S_580_783,-1,Ignored
S_580_786,-1,Ignored
S_580_790,-1,Ignored
S_580_793,-1,Ignored
S_580_802,-1,Ignored
S_580_804,-1,Ignored
S_580_810,-1,Ignored
S_580_811,-1,Ignored
S_580_825,-1,Ignored
S_580_829,-1,Ignored
S_580_830,-1,Ignored
S_580_836,-1,Ignored
S_580_842,-1,Ignored
S_580_845,-1,Ignored
S_580_846,-1,Ignored
S_580_849,-1,Ignored
S_580_850,-1,Ignored
S_580_853,-1,Ignored
S_592_599,-1,Ignored
S_592_607,-1,Ignored
S_592_612,-1,Ignored
S_592_628,-1,Ignored
S_592_629,-1,Ignored
S_592_636,-1,Ignored
S_592_637,-1,Ignored
S_592_640,-1,Ignored
S_592_651,-1,Ignored
S_592_658,-1,Ignored
S_592_663,-1,Ignored
S_592_666,-1,Ignored
S_592_667,-1,Ignored
S_592_670,-1,Ignored
S_592_671,-1,Ignored
S_592_686,-1,Ignored
S_592_689,-1,Ignored
S_592_694,-1,Ignored
S_592_695,-1,Ignored
S_592_698,-1,Ignored
S_592_701,-1,Ignored
S_592_702,-1,Ignored
S_592_708,-1,Ignored
S_592_720,-1,Ignored
S_592_721,-1,Ignored
S_592_722,-1,Ignored
S_592_725,-1,Ignored
S_592_731,1,Public
S_592_737,-1,Ignored
S_592_754,-1,Ignored
S_592_765,-1,Ignored
S_592_779,-1,Ignored
S_592_780,-1,Ignored
S_592_783,-1,Ignored
S_592_786,-1,Ignored
S_592_790,-1,Ignored
S_592_793,-1,Ignored
S_592_802,-1,Ignored
S_592_804,-1,Ignored
S_592_810,1,Public
S_592_811,-1,Ignored
S_592_825,-1,Ignored
S_592_829,-1,Ignored
S_592_830,-1,Ignored
S_592_836,-1,Ignored
S_592_842,-1,Ignored
S_592_845,-1,Ignored
S_592_846,-1,Ignored
S_592_849,-1,Ignored
S_592_850,-1,Ignored
S_592_853,-1,Ignored
S_599_607,-1,Ignored
S_599_612,-1,Ignored
